catalogNumber,institutionCode,species_raw,determiner_raw,determiner_tier,type_status,latitude,longitude,coordinateUncertainty,doy,pheno_sin,pheno_cos,regional_group,image_path
26183,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.589654,-77.771693,1142.0,132,0.764891,-0.644159,Coastal_Plain_Sandhills,data/raw_vouchers/26183.jpg
26831,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,38.871856,-77.494043,4684.0,144,0.616621,-0.78726,Coastal_Plain_Sandhills,data/raw_vouchers/26831.jpg
28667,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,38.871856,-77.494043,4684.0,146,0.589176,-0.808005,Coastal_Plain_Sandhills,data/raw_vouchers/28667.jpg
41667,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.858472,-78.984191,431.0,179,0.062318,-0.998056,Piedmont_Granite_Flatrocks,data/raw_vouchers/41667.jpg
LFCC-0007562,LFCC,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,L. Skog,Tier_3_Bronze,None,36.710707,-75.953835,3501.0,116,0.911169,-0.412034,Coastal_Plain_Sandhills,data/raw_vouchers/LFCC-0007562.jpg
NCU00372786,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.382551,-77.771543,1171.0,147,0.57519,-0.81802,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372786.jpg
NCU00378048,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.95,-78.183333,300.0,147,0.57519,-0.81802,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00378048.jpg
NCU00377978,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.808161,-84.170196,1784.0,131,0.775859,-0.630907,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377978.jpg
GA079402,GA,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Gillis, C",Tier_3_Bronze,None,33.730848,-84.282415,1325.0,129,0.797102,-0.603845,Appalachian_Highlands,data/raw_vouchers/GA079402.jpg
LYN-0005430,LYN,"Senecio smallii Britton, 1893","Bradley, Ted R.",Tier_3_Bronze,None,38.903611,-77.318706,90.0,151,0.517586,-0.855631,Coastal_Plain_Sandhills,data/raw_vouchers/LYN-0005430.jpg
22759,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.280905,-76.626338,1000.0,150,0.532227,-0.846602,Coastal_Plain_Sandhills,data/raw_vouchers/22759.jpg
23763,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.950053,-78.174736,59.0,147,0.57519,-0.81802,Piedmont_Granite_Flatrocks,data/raw_vouchers/23763.jpg
NCU00372578,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.083473,-83.239489,265.0,157,0.426674,-0.904405,Appalachian_Highlands,data/raw_vouchers/NCU00372578.jpg
NCU00377945,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.488916,-87.731733,1259.0,157,0.426674,-0.904405,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377945.jpg
MISSA031869,MISSA,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,R.A. Folk,Tier_3_Bronze,None,34.4047,-90.46644,203.0,156,0.442168,-0.896932,Coastal_Plain_Sandhills,data/raw_vouchers/MISSA031869.jpg
22611,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,38.897958,-77.38084,2913.0,158,0.411054,-0.911611,Coastal_Plain_Sandhills,data/raw_vouchers/22611.jpg
29206,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.448539,-76.534097,500.0,152,0.502791,-0.864408,Coastal_Plain_Sandhills,data/raw_vouchers/29206.jpg
MW0581162,Moscow State University,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Fosberg F. R.,Tier_3_Bronze,None,38.852795,-77.732187,1600.0,146,0.589176,-0.808005,Appalachian_Highlands,data/raw_vouchers/MW0581162.jpg
NCU00231168,NCU,"Senecio smallii Britton, 1893",unknown,Tier_3_Bronze,None,35.845126,-79.167828,1158.0,142,0.643337,-0.765584,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00231168.jpg
NCU00373759,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.392632,-80.254662,3458.0,141,0.656411,-0.754404,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373759.jpg
NCU00378007,NCU,"Senecio smallii Britton, 1893",unknown,Tier_3_Bronze,None,37.130676,-87.799244,1364.0,147,0.57519,-0.81802,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378007.jpg
NCU00377986,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,32.840687,-84.745762,1807.0,133,0.753698,-0.657221,Appalachian_Highlands,data/raw_vouchers/NCU00377986.jpg
CLEMS0035045,CLEMS,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, D.",Tier_1_Gold,None,34.804987,-82.694699,200.0,128,0.807371,-0.590044,Piedmont_Granite_Flatrocks,data/raw_vouchers/CLEMS0035045.jpg
DUKE10121229,DUKE,Senecio anonymus Alph.Wood,"Wilbur, Robert L.",Tier_3_Bronze,None,36.013806,-81.159074,336.0,145,0.602988,-0.79775,Piedmont_Granite_Flatrocks,data/raw_vouchers/DUKE10121229.jpg
MARY1036985,MARY,"Senecio smallii Britton, 1893",Leonard Morrow,Tier_3_Bronze,None,38.444755,-77.256084,825.0,144,0.616621,-0.78726,Appalachian_Highlands,data/raw_vouchers/MARY1036985.jpg
MARY1036986,MARY,"Senecio smallii Britton, 1893",Leonard Morrow,Tier_3_Bronze,None,38.444755,-77.256084,825.0,144,0.616621,-0.78726,Appalachian_Highlands,data/raw_vouchers/MARY1036986.jpg
18475,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.409396,-76.810164,3117.0,151,0.517586,-0.855631,Coastal_Plain_Sandhills,data/raw_vouchers/18475.jpg
22674,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,38.769292,-77.184108,2246.0,148,0.561034,-0.827793,Coastal_Plain_Sandhills,data/raw_vouchers/22674.jpg
VSC0060878,VSC,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Debra Trock,Tier_1_Gold,None,32.96174,-84.90112,160.0,137,0.706727,-0.707487,Piedmont_Granite_Flatrocks,data/raw_vouchers/VSC0060878.jpg
ODU00011061,ODU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,L.J. Uttal,Tier_3_Bronze,None,36.877587,-80.735117,210.0,155,0.457531,-0.889193,Piedmont_Granite_Flatrocks,data/raw_vouchers/ODU00011061.jpg
DUKE10121228,DUKE,Senecio anonymus Alph.Wood,"Wilbur, Robert L.",Tier_3_Bronze,None,35.963098,-81.122346,155.0,152,0.502791,-0.864408,Piedmont_Granite_Flatrocks,data/raw_vouchers/DUKE10121228.jpg
DUKE10121227,DUKE,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, D. K.",Tier_1_Gold,None,35.972354,-81.108692,1807.0,152,0.502791,-0.864408,Piedmont_Granite_Flatrocks,data/raw_vouchers/DUKE10121227.jpg
NCU00372574,NCU,"Senecio smallii Britton, 1893","Downs, Robert M.",Tier_2_Silver,None,35.490662,-78.266387,2311.0,134,0.742281,-0.670089,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372574.jpg
NCU00372560,NCU,"Senecio smallii Britton, 1893","Downs, R. M.",Tier_2_Silver,None,35.461403,-78.892037,2161.0,127,0.817401,-0.576069,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372560.jpg
NCU00373772,NCU,"Senecio smallii Britton, 1893","Downs, Robert M.",Tier_2_Silver,None,35.227942,-77.895178,436.0,134,0.742281,-0.670089,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00373772.jpg
NCU00373754,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.861796,-79.350245,301.0,135,0.730644,-0.682758,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373754.jpg
NCU00378072,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.161529,-76.595106,294.0,150,0.532227,-0.846602,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00378072.jpg
66736,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.249236,-77.155125,288.0,137,0.706727,-0.707487,Coastal_Plain_Sandhills,data/raw_vouchers/66736.jpg
17558,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.161529,-76.595106,294.0,150,0.532227,-0.846602,Coastal_Plain_Sandhills,data/raw_vouchers/17558.jpg
NCU00372506,NCU,"Senecio smallii Britton, 1893","Downs, Robert M.",Tier_2_Silver,None,35.972354,-81.108692,1807.0,155,0.457531,-0.889193,Appalachian_Highlands,data/raw_vouchers/NCU00372506.jpg
NCU00372511,NCU,"Senecio smallii Britton, 1893","Downs, Robert M.",Tier_2_Silver,None,36.40763,-81.622391,1064.0,162,0.347403,-0.937716,Appalachian_Highlands,data/raw_vouchers/NCU00372511.jpg
NCU00377898,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.804987,-82.694699,200.0,155,0.457531,-0.889193,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377898.jpg
CLEMS0035049,CLEMS,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, D.",Tier_1_Gold,None,34.804987,-82.694699,200.0,155,0.457531,-0.889193,Piedmont_Granite_Flatrocks,data/raw_vouchers/CLEMS0035049.jpg
WEWO0001366,WEWO,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Sorrie, B. A.",Tier_3_Bronze,None,35.255709,-79.398896,2486.0,161,0.363482,-0.931601,Piedmont_Granite_Flatrocks,data/raw_vouchers/WEWO0001366.jpg
16304,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.168291,-76.698585,1686.0,158,0.411054,-0.911611,Coastal_Plain_Sandhills,data/raw_vouchers/16304.jpg
NCU00377988,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.275701,-82.976259,2000.0,109,0.954067,-0.299595,Appalachian_Highlands,data/raw_vouchers/NCU00377988.jpg
NCU00377973,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.08,-83.23222,3000.0,113,0.93121,-0.364483,Appalachian_Highlands,data/raw_vouchers/NCU00377973.jpg
NCU00377937,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,32.746918,-86.855797,196.0,141,0.656411,-0.754404,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377937.jpg
NCU00377939,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Allison M.",Tier_1_Gold,None,33.279847,-85.645375,301.0,132,0.764891,-0.644159,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377939.jpg
NCU00378081,NCU,"Senecio smallii Britton, 1893",unknown,Tier_3_Bronze,None,30.41246,-88.781568,969.0,142,0.643337,-0.765584,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00378081.jpg
WEWO0001367,WEWO,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Sorrie, B. A.",Tier_3_Bronze,None,35.146567,-79.380041,3779.0,143,0.630072,-0.776537,Piedmont_Granite_Flatrocks,data/raw_vouchers/WEWO0001367.jpg
52690,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Grubbs, Holly J",Tier_3_Bronze,None,37.596441,-77.819268,1340.0,149,0.546711,-0.837321,Piedmont_Granite_Flatrocks,data/raw_vouchers/52690.jpg
10985,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,38.208945,-78.334435,1143.0,150,0.532227,-0.846602,Piedmont_Granite_Flatrocks,data/raw_vouchers/10985.jpg
13855,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.090585,-76.375164,104.0,147,0.57519,-0.81802,Coastal_Plain_Sandhills,data/raw_vouchers/13855.jpg
NCU00378004,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.39754,-82.673991,956.0,155,0.457531,-0.889193,Appalachian_Highlands,data/raw_vouchers/NCU00378004.jpg
NCU00378076,NCU,"Senecio smallii Britton, 1893","Monteferrante, Frank J.",Tier_2_Silver,None,39.413215,-76.841782,2197.0,153,0.487847,-0.872929,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378076.jpg
NCU00377964,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,31.325221,-88.38884,248.0,108,0.959079,-0.283139,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377964.jpg
WCUH0005528,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,,Tier_3_Bronze,None,35.384499,-83.916759,588.0,146,0.589176,-0.808005,Appalachian_Highlands,data/raw_vouchers/WCUH0005528.jpg
LYN-0005312,LYN,Senecio anonymus Alph.Wood,"Doyle, Jeff J.",Tier_3_Bronze,None,37.401771,-79.189878,301.0,138,0.694452,-0.719539,Piedmont_Granite_Flatrocks,data/raw_vouchers/LYN-0005312.jpg
12014,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.264126,-76.560013,1287.0,147,0.57519,-0.81802,Coastal_Plain_Sandhills,data/raw_vouchers/12014.jpg
NCU00378077,NCU,"Senecio smallii Britton, 1893","Windler, Donald R.",Tier_2_Silver,None,39.416024,-76.836801,503.0,172,0.18176,-0.983343,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378077.jpg
NCU00378046,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.347134,-77.699142,100.0,161,0.363482,-0.931601,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00378046.jpg
WCUH0005532,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,,Tier_3_Bronze,None,35.163429,-83.013473,741.0,158,0.411054,-0.911611,Appalachian_Highlands,data/raw_vouchers/WCUH0005532.jpg
NCU00377987,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,31.024528,-83.383304,515.0,120,0.880683,-0.473706,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377987.jpg
NCU00372583,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.382093,-80.056112,926.0,129,0.797102,-0.603845,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372583.jpg
NCU00378001,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,31.762329,-83.680644,1193.0,133,0.753698,-0.657221,Appalachian_Highlands,data/raw_vouchers/NCU00378001.jpg
NCU00378006,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,32.134728,-82.893189,2934.0,136,0.718792,-0.695225,Appalachian_Highlands,data/raw_vouchers/NCU00378006.jpg
NCU00378005,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,32.82642,-83.185529,1022.0,135,0.730644,-0.682758,Appalachian_Highlands,data/raw_vouchers/NCU00378005.jpg
WCUH0005530,WCUH,Senecio anonymus Alph.Wood,,Tier_3_Bronze,None,35.254532,-82.800532,1057.0,137,0.706727,-0.707487,Appalachian_Highlands,data/raw_vouchers/WCUH0005530.jpg
ODU00011059,ODU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Lynn Ellen Loetterle,Tier_3_Bronze,None,37.205069,-76.767989,166.0,144,0.616621,-0.78726,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011059.jpg
BALT0036542,BALT,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Travis Poulsen,Tier_3_Bronze,None,35.685748,-78.513681,1074.0,133,0.753698,-0.657221,Piedmont_Granite_Flatrocks,data/raw_vouchers/BALT0036542.jpg
10858,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.205888,-76.76374,751.0,144,0.616621,-0.78726,Coastal_Plain_Sandhills,data/raw_vouchers/10858.jpg
10871,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.205888,-76.76374,751.0,142,0.643337,-0.765584,Coastal_Plain_Sandhills,data/raw_vouchers/10871.jpg
CLEMS0084430,CLEMS,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Fairey, J.E. III",Tier_3_Bronze,None,33.357605,-80.838335,142.0,130,0.786597,-0.617467,Piedmont_Granite_Flatrocks,data/raw_vouchers/CLEMS0084430.jpg
NCU00231167,NCU,"Senecio smallii Britton, 1893",unknown,Tier_3_Bronze,None,36.329194,-81.658041,666.0,176,0.11372,-0.993513,Appalachian_Highlands,data/raw_vouchers/NCU00231167.jpg
452169,MVSC,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,James C. Parks,Tier_3_Bronze,None,39.808009,-76.303141,150.0,173,0.164818,-0.986324,Appalachian_Highlands,data/raw_vouchers/452169.jpg
WCUH0005534,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,,Tier_3_Bronze,None,35.968533,-81.109693,635.0,289,-0.966618,0.256222,Appalachian_Highlands,data/raw_vouchers/WCUH0005534.jpg
NCU00377982,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,30.877413,-84.20129,3000.0,119,0.888701,-0.458487,Appalachian_Highlands,data/raw_vouchers/NCU00377982.jpg
NCU00377996,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.4667,-82.0167,5000.0,118,0.896456,-0.443132,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377996.jpg
NCU00377947,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,31.041152,-86.038327,300.0,116,0.911169,-0.412034,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377947.jpg
NCU00377941,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,31.630144,-86.265247,1183.0,118,0.896456,-0.443132,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377941.jpg
NCU00377983,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,30.877413,-84.20129,4781.0,119,0.888701,-0.458487,Appalachian_Highlands,data/raw_vouchers/NCU00377983.jpg
TENN-V-0237154,TENN,"Senecio smallii Britton, 1893",Caywood Chapman,Tier_3_Bronze,None,33.932289,-83.446036,245.0,139,0.681972,-0.731378,Appalachian_Highlands,data/raw_vouchers/TENN-V-0237154.jpg
TENN-V-0237156,TENN,"Senecio smallii Britton, 1893",Frank D. Bowers; Gary H. Morton,Tier_3_Bronze,None,34.984474,-84.778996,415.0,129,0.797102,-0.603845,Appalachian_Highlands,data/raw_vouchers/TENN-V-0237156.jpg
TENN-V-0237155,TENN,"Senecio smallii Britton, 1893",Dennis,Tier_2_Silver,None,33.803854,-84.334292,61.0,139,0.681972,-0.731378,Appalachian_Highlands,data/raw_vouchers/TENN-V-0237155.jpg
NCU00231169,NCU,"Senecio smallii Britton, 1893",unknown,Tier_3_Bronze,None,35.914511,-79.02625,442.0,132,0.764891,-0.644159,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00231169.jpg
NCU00377975,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.934244,-83.446207,217.0,139,0.681972,-0.731378,Appalachian_Highlands,data/raw_vouchers/NCU00377975.jpg
NCU00377985,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.443646,-83.182379,2817.0,125,0.836733,-0.547611,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377985.jpg
NCU00377984,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.443646,-83.182379,2817.0,125,0.836733,-0.547611,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377984.jpg
NCU00377953,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,32.595117,-85.482028,722.0,139,0.681972,-0.731378,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377953.jpg
NCU00378082,NCU,"Senecio smallii Britton, 1893",unknown,Tier_3_Bronze,None,31.155988,-89.397875,1263.0,128,0.807371,-0.590044,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00378082.jpg
WCUH0005536,WCUH,Senecio anonymus Alph.Wood,,Tier_3_Bronze,None,35.092061,-82.482066,679.0,145,0.602988,-0.79775,Appalachian_Highlands,data/raw_vouchers/WCUH0005536.jpg
WCUH0005526,WCUH,Senecio anonymus Alph.Wood,,Tier_3_Bronze,None,35.175192,-83.174995,463.0,140,0.66929,-0.743001,Appalachian_Highlands,data/raw_vouchers/WCUH0005526.jpg
WCUH0005533,WCUH,Senecio anonymus Alph.Wood,,Tier_3_Bronze,None,35.394006,-82.316227,937.0,150,0.532227,-0.846602,Appalachian_Highlands,data/raw_vouchers/WCUH0005533.jpg
WCUH0005529,WCUH,Senecio anonymus Alph.Wood,,Tier_3_Bronze,None,35.426123,-82.392593,298.0,138,0.694452,-0.719539,Appalachian_Highlands,data/raw_vouchers/WCUH0005529.jpg
ASC00022197,ASC,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Nomenclatural Adjustment,Tier_3_Bronze,None,31.143235,-89.409787,3995.0,128,0.807371,-0.590044,Coastal_Plain_Sandhills,data/raw_vouchers/ASC00022197.jpg
MISSA005232,MISSA,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,K. E. Rogers,Tier_3_Bronze,None,31.14306,-89.40972,4125.0,128,0.807371,-0.590044,Coastal_Plain_Sandhills,data/raw_vouchers/MISSA005232.jpg
BAYLU034195,BAYLU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Caywood Chapman,Tier_3_Bronze,None,33.794836,-83.713229,1000.0,142,0.643337,-0.765584,Appalachian_Highlands,data/raw_vouchers/BAYLU034195.jpg
BAYLU034193,BAYLU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,D.K. Trock,Tier_1_Gold,None,33.932846,-83.422387,1500.0,139,0.681972,-0.731378,Appalachian_Highlands,data/raw_vouchers/BAYLU034193.jpg
3389,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.441813,-77.04358,301.0,142,0.643337,-0.765584,Coastal_Plain_Sandhills,data/raw_vouchers/3389.jpg
3077,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.403762,-76.913739,897.0,135,0.730644,-0.682758,Coastal_Plain_Sandhills,data/raw_vouchers/3077.jpg
3885,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.2786,-76.6391,2000.0,147,0.57519,-0.81802,Coastal_Plain_Sandhills,data/raw_vouchers/3885.jpg
NCU00372784,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.967325,-79.097168,800.0,155,0.457531,-0.889193,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372784.jpg
WCUH0005527,WCUH,Senecio anonymus Alph.Wood,,Tier_3_Bronze,None,35.877226,-81.887664,1201.0,158,0.411054,-0.911611,Appalachian_Highlands,data/raw_vouchers/WCUH0005527.jpg
WCUH0005531,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,,Tier_3_Bronze,None,35.134335,-83.192257,187.0,152,0.502791,-0.864408,Appalachian_Highlands,data/raw_vouchers/WCUH0005531.jpg
WCUH0005535,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,,Tier_3_Bronze,None,34.637102,-83.713641,424.0,154,0.472759,-0.881192,Appalachian_Highlands,data/raw_vouchers/WCUH0005535.jpg
LYN-0005311,LYN,Senecio anonymus Alph.Wood,"Doyle, Jeff J.",Tier_3_Bronze,None,37.420846,-80.600564,300.0,154,0.472759,-0.881192,Piedmont_Granite_Flatrocks,data/raw_vouchers/LYN-0005311.jpg
LYN-0005336,LYN,Senecio anonymus Alph.Wood,"Doyle, Jeff J.",Tier_3_Bronze,None,38.048051,-79.715204,2590.0,154,0.472759,-0.881192,Piedmont_Granite_Flatrocks,data/raw_vouchers/LYN-0005336.jpg
TENN-V-0237175,TENN,"Senecio smallii Britton, 1893",R. S. Furr; Wm. F. Mahler,Tier_3_Bronze,None,33.800166,-84.159206,1483.0,132,0.764891,-0.644159,Appalachian_Highlands,data/raw_vouchers/TENN-V-0237175.jpg
NCU00011998,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.941941,-79.876264,300.0,152,0.502791,-0.864408,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00011998.jpg
NCU00377803,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.37716,-80.086961,2188.0,136,0.718792,-0.695225,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377803.jpg
NCU00377946,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.554764,-87.691564,1478.0,138,0.694452,-0.719539,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377946.jpg
